-13.158,-2.9357
-12.977,-2.9135
-13.929,-3.0289
-13.604,-2.9898
-13.426,-2.9683
-14.373,-3.0816
-14.057,-3.0441
-13.875,-3.0224
-14.829,-3.1349
-14.513,-3.0981
-14.315,-3.0747
-15.293,-3.1886
-14.977,-3.1522
-14.757,-3.1267
-15.782,-3.2444
-15.462,-3.2079
-15.203,-3.1782
-16.219,-3.2935
-15.918,-3.2597
-15.661,-3.2306
-16.666,-3.3432
-16.366,-3.3099
-16.101,-3.2803
-17.124,-3.3936
-16.819,-3.3601
-16.546,-3.33
-17.596,-3.4449
-17.283,-3.4109
