x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,x20,x21
-0.0017132312132217495,-0.029616468832832688,-0.029616468832833823,-0.029616468832833823,-0.029616468832833823,-0.029616468832833823,-0.029616468832833823,-0.029616468832833823,-0.029616468832833823,-0.029616468832833823,-0.029616468832833823,-0.029616468832833823,-0.029616468832833823,-0.029616468832833823,-0.029616468832833823,-0.029616468832833823,-0.029616468832833823,-0.029616468832833823,-0.029616468832833823,-0.029616468832833823,-0.029616468832833823
-0.0018865908027102302,-0.031081449837502582,-0.031081449837504174,-0.031081449837504174,-0.031081449837504174,-0.031081449837504174,-0.031081449837504174,-0.031081449837504174,-0.031081449837504174,-0.031081449837504174,-0.031081449837504174,-0.031081449837504174,-0.031081449837504174,-0.031081449837504174,-0.031081449837504174,-0.031081449837504174,-0.031081449837504174,-0.031081449837504174,-0.031081449837504174,-0.031081449837504174,-0.031081449837504174
-0.002072785555817965,-0.03258199044736071,-0.03258199044736292,-0.03258199044736292,-0.03258199044736292,-0.03258199044736292,-0.03258199044736292,-0.03258199044736292,-0.03258199044736292,-0.03258199044736292,-0.03258199044736292,-0.03258199044736292,-0.03258199044736292,-0.03258199044736292,-0.03258199044736292,-0.03258199044736292,-0.03258199044736292,-0.03258199044736292,-0.03258199044736292,-0.03258199044736292,-0.03258199044736292
-0.0022724338885530613,-0.034118109112427686,-0.03411810911243073,-0.03411810911243073,-0.03411810911243073,-0.03411810911243073,-0.03411810911243073,-0.03411810911243073,-0.03411810911243073,-0.03411810911243073,-0.03411810911243073,-0.03411810911243073,-0.03411810911243073,-0.03411810911243073,-0.03411810911243073,-0.03411810911243073,-0.03411810911243073,-0.03411810911243073,-0.03411810911243073,-0.03411810911243073,-0.03411810911243073
-0.002486168767888521,-0.03568982471205202,-0.0356898247120562,-0.0356898247120562,-0.0356898247120562,-0.0356898247120562,-0.0356898247120562,-0.0356898247120562,-0.0356898247120562,-0.0356898247120562,-0.0356898247120562,-0.0356898247120562,-0.0356898247120562,-0.0356898247120562,-0.0356898247120562,-0.0356898247120562,-0.0356898247120562,-0.0356898247120562,-0.0356898247120562,-0.0356898247120562,-0.0356898247120562
-0.002714637711762248,-0.037297156554559605,-0.037297156554565274,-0.037297156554565274,-0.037297156554565274,-0.037297156554565274,-0.037297156554565274,-0.037297156554565274,-0.037297156554565274,-0.037297156554565274,-0.037297156554565274,-0.037297156554565274,-0.037297156554565274,-0.037297156554565274,-0.037297156554565274,-0.037297156554565274,-0.037297156554565274,-0.037297156554565274,-0.037297156554565274,-0.037297156554565274,-0.037297156554565274
-0.0029585027890770385,-0.038940124376893086,-0.038940124376900746,-0.038940124376900746,-0.038940124376900746,-0.038940124376900746,-0.038940124376900746,-0.038940124376900746,-0.038940124376900746,-0.038940124376900746,-0.038940124376900746,-0.038940124376900746,-0.038940124376900746,-0.038940124376900746,-0.038940124376900746,-0.038940124376900746,-0.038940124376900746,-0.038940124376900746,-0.038940124376900746,-0.038940124376900746,-0.038940124376900746
-0.003218440619700585,-0.040618748344241465,-0.04061874834425174,-0.04061874834425174,-0.04061874834425174,-0.04061874834425174,-0.04061874834425174,-0.04061874834425174,-0.04061874834425174,-0.04061874834425174,-0.04061874834425174,-0.04061874834425174,-0.04061874834425174,-0.04061874834425174,-0.04061874834425174,-0.04061874834425174,-0.04061874834425174,-0.04061874834425174,-0.04061874834425174,-0.04061874834425174,-0.04061874834425174
-0.003495142374465482,-0.04233304904965951,-0.042333049049673215,-0.042333049049673215,-0.042333049049673215,-0.042333049049673215,-0.042333049049673215,-0.042333049049673215,-0.042333049049673215,-0.042333049049673215,-0.042333049049673215,-0.042333049049673215,-0.042333049049673215,-0.042333049049673215,-0.042333049049673215,-0.042333049049673215,-0.042333049049673215,-0.042333049049673215,-0.042333049049673215,-0.042333049049673215,-0.042333049049673215
-0.0037893137751692134,-0.044083047513676886,-0.04408304751369505,-0.04408304751369505,-0.04408304751369505,-0.04408304751369505,-0.04408304751369505,-0.04408304751369505,-0.04408304751369505,-0.04408304751369505,-0.04408304751369505,-0.04408304751369505,-0.04408304751369505,-0.04408304751369505,-0.04408304751369505,-0.04408304751369505,-0.04408304751369505,-0.04408304751369505,-0.04408304751369505,-0.04408304751369505,-0.04408304751369505
-0.004101675094574167,-0.045868765183897035,-0.04586876518392099,-0.04586876518392099,-0.04586876518392099,-0.04586876518392099,-0.04586876518392099,-0.04586876518392099,-0.04586876518392099,-0.04586876518392099,-0.04586876518392099,-0.04586876518392099,-0.04586876518392099,-0.04586876518392099,-0.04586876518392099,-0.04586876518392099,-0.04586876518392099,-0.04586876518392099,-0.04586876518392099,-0.04586876518392099,-0.04586876518392099
-0.004432961156407622,-0.047690223934585524,-0.04769022393461694,-0.04769022393461694,-0.04769022393461694,-0.04769022393461694,-0.04769022393461694,-0.04769022393461694,-0.04769022393461694,-0.04769022393461694,-0.04769022393461694,-0.04769022393461694,-0.04769022393461694,-0.04769022393461694,-0.04769022393461694,-0.04769022393461694,-0.04769022393461694,-0.04769022393461694,-0.04769022393461694,-0.04769022393461694,-0.04769022393461694
-0.004783921335361752,-0.049547446066247836,-0.049547446066288824,-0.049547446066288824,-0.049547446066288824,-0.049547446066288824,-0.049547446066288824,-0.049547446066288824,-0.049547446066288824,-0.049547446066288824,-0.049547446066288824,-0.049547446066288824,-0.049547446066288824,-0.049547446066288824,-0.049547446066288824,-0.049547446066288824,-0.049547446066288824,-0.049547446066288824,-0.049547446066288824,-0.049547446066288824,-0.049547446066288824
-0.005155319557093639,-0.051440454305196476,-0.05144045430524968,-0.05144045430524968,-0.05144045430524968,-0.05144045430524968,-0.05144045430524968,-0.05144045430524968,-0.05144045430524968,-0.05144045430524968,-0.05144045430524968,-0.05144045430524968,-0.05144045430524968,-0.05144045430524968,-0.05144045430524968,-0.05144045430524968,-0.05144045430524968,-0.05144045430524968,-0.05144045430524968,-0.05144045430524968,-0.05144045430524968
-0.005547934298225245,-0.05336927180310719,-0.05336927180317592,-0.05336927180317592,-0.05336927180317592,-0.05336927180317592,-0.05336927180317592,-0.05336927180317592,-0.05336927180317592,-0.05336927180317592,-0.05336927180317592,-0.05336927180317592,-0.05336927180317592,-0.05336927180317592,-0.05336927180317592,-0.05336927180317592,-0.05336927180317592,-0.05336927180317592,-0.05336927180317592,-0.05336927180317592,-0.05336927180317592
-0.005962558586343446,-0.05533392213656428,-0.05533392213665266,-0.05533392213665266,-0.05533392213665266,-0.05533392213665266,-0.05533392213665266,-0.05533392213665266,-0.05533392213665266,-0.05533392213665266,-0.05533392213665266,-0.05533392213665266,-0.05533392213665266,-0.05533392213665266,-0.05533392213665266,-0.05533392213665266,-0.05533392213665266,-0.05533392213665266,-0.05533392213665266,-0.05533392213665266,-0.05533392213665266
-0.006400000000000001,-0.057334429306594846,-0.057334429306707985,-0.057334429306707985,-0.057334429306707985,-0.057334429306707985,-0.057334429306707985,-0.057334429306707985,-0.057334429306707985,-0.057334429306707985,-0.057334429306707985,-0.057334429306707985,-0.057334429306707985,-0.057334429306707985,-0.057334429306707985,-0.057334429306707985,-0.057334429306707985,-0.057334429306707985,-0.057334429306707985,-0.057334429306707985,-0.057334429306707985
-0.006861080668711569,-0.05937081773819171,-0.05937081773833591,-0.05937081773833591,-0.05937081773833591,-0.05937081773833591,-0.05937081773833591,-0.05937081773833591,-0.05937081773833591,-0.05937081773833591,-0.05937081773833591,-0.05937081773833591,-0.05937081773833591,-0.05937081773833591,-0.05937081773833591,-0.05937081773833591,-0.05937081773833591,-0.05937081773833591,-0.05937081773833591,-0.05937081773833591,-0.05937081773833591
-0.0073466372729597135,-0.06144311227982525,-0.06144311228000828,-0.06144311228000828,-0.06144311228000828,-0.06144311228000828,-0.06144311228000828,-0.06144311228000828,-0.06144311228000828,-0.06144311228000828,-0.06144311228000828,-0.06144311228000828,-0.06144311228000828,-0.06144311228000828,-0.06144311228000828,-0.06144311228000828,-0.06144311228000828,-0.06144311228000828,-0.06144311228000828,-0.06144311228000828,-0.06144311228000828
-0.007857521044190881,-0.06355133820294347,-0.06355133820317485,-0.06355133820317485,-0.06355133820317485,-0.06355133820317485,-0.06355133820317485,-0.06355133820317485,-0.06355133820317485,-0.06355133820317485,-0.06355133820317485,-0.06355133820317485,-0.06355133820317485,-0.06355133820317485,-0.06355133820317485,-0.06355133820317485,-0.06355133820317485,-0.06355133820317485,-0.06355133820317485,-0.06355133820317485,-0.06355133820317485
-0.008394597764816429,-0.06569552120146074,-0.06569552120175211,-0.06569552120175211,-0.06569552120175211,-0.06569552120175211,-0.06569552120175211,-0.06569552120175211,-0.06569552120175211,-0.06569552120175211,-0.06569552120175211,-0.06569552120175211,-0.06569552120175211,-0.06569552120175211,-0.06569552120175211,-0.06569552120175211,-0.06569552120175211,-0.06569552120175211,-0.06569552120175211,-0.06569552120175211,-0.06569552120175211
-0.008958747768212604,-0.06787568739123467,-0.06787568739160017,-0.06787568739160017,-0.06787568739160017,-0.06787568739160017,-0.06787568739160017,-0.06787568739160017,-0.06787568739160017,-0.06787568739160017,-0.06787568739160017,-0.06787568739160017,-0.06787568739160017,-0.06787568739160017,-0.06787568739160017,-0.06787568739160017,-0.06787568739160017,-0.06787568739160017,-0.06787568739160017,-0.06787568739160017,-0.06787568739160017
