36027.100 -0.040 -0.013
36027.200 -0.042 -0.010
36027.300 -0.043 -0.006
36027.400 -0.044 -0.002
36027.500 -0.044 0.002
36027.600 -0.043 0.006
36027.700 -0.041 0.010
36027.800 -0.039 0.013
36027.900 -0.037 0.015
36028.000 -0.034 0.017
36028.100 -0.031 0.017
36028.200 -0.028 0.016
36028.300 -0.025 0.015
36028.400 -0.023 0.012
36028.500 -0.021 0.009
36028.600 -0.020 0.005
36028.700 -0.019 0.001
36028.800 -0.019 -0.003
36028.900 -0.020 -0.007
36029.000 -0.022 -0.011
36029.100 -0.024 -0.014
36029.200 -0.027 -0.016
36029.300 -0.030 -0.017
36029.400 -0.033 -0.017
36029.500 -0.036 -0.016
36029.600 -0.038 -0.014
36029.700 -0.040 -0.011
36029.800 -0.042 -0.008
36029.900 -0.043 -0.004
36030.000 -0.044 0.000
36030.100 -0.043 0.004
36030.200 -0.042 0.008
36030.300 -0.040 0.012
36030.400 -0.038 0.014
36030.500 -0.035 0.016
36030.600 -0.032 0.017
36030.700 -0.029 0.017
36030.800 -0.026 0.016
36030.900 -0.024 0.014
36031.000 -0.022 0.011
36031.100 -0.020 0.007
36031.200 -0.019 0.003
36031.300 -0.019 -0.001
36031.400 -0.020 -0.005
36031.500 -0.021 -0.009
36031.600 -0.023 -0.012
36031.700 -0.025 -0.015
36031.800 -0.028 -0.016
36031.900 -0.031 -0.017
36032.000 -0.034 -0.017
36032.100 -0.037 -0.015
36032.200 -0.039 -0.013
36032.300 -0.041 -0.010
36032.400 -0.043 -0.006
36032.500 -0.043 -0.002
36032.600 -0.043 0.002
36032.700 -0.043 0.006
36032.800 -0.041 0.010
36032.900 -0.039 0.013
36033.000 -0.037 0.015
36033.100 -0.034 0.017
36033.200 -0.031 0.017
36033.300 -0.028 0.016
36033.400 -0.025 0.015
36033.500 -0.023 0.012
36033.600 -0.021 0.009
36033.700 -0.020 0.005
36033.800 -0.019 0.001
36033.900 -0.019 -0.003
36034.000 -0.020 -0.007
36034.100 -0.022 -0.011
36034.200 -0.024 -0.013
36034.300 -0.027 -0.016
36034.400 -0.029 -0.017
36034.500 -0.032 -0.017
36034.600 -0.035 -0.016
36034.700 -0.038 -0.014
36034.800 -0.040 -0.011
36034.900 -0.042 -0.008
36035.000 -0.043 -0.004
36035.100 -0.043 -0.000
36035.200 -0.043 0.004
36035.300 -0.042 0.008
36035.400 -0.040 0.011
36035.500 -0.038 0.014
36035.600 -0.035 0.016
36035.700 -0.032 0.017
36035.800 -0.029 0.017
36035.900 -0.027 0.016
36036.000 -0.024 0.014
36036.100 -0.022 0.011
36036.200 -0.020 0.007
36036.300 -0.019 0.003
36036.400 -0.019 -0.001
36036.500 -0.020 -0.005
36036.600 -0.021 -0.009
36036.700 -0.023 -0.012
36036.800 -0.025 -0.015
36036.900 -0.028 -0.016
36037.000 -0.031 -0.017
36037.100 -0.034 -0.016
36037.200 -0.037 -0.015
36037.300 -0.039 -0.013
36037.400 -0.041 -0.010
36037.500 -0.042 -0.006
36037.600 -0.043 -0.002
36037.700 -0.043 0.002
36037.800 -0.043 0.006
36037.900 -0.041 0.010
36038.000 -0.039 0.013
36038.100 -0.037 0.015
36038.200 -0.034 0.016
36038.300 -0.031 0.017
36038.400 -0.028 0.016
36038.500 -0.025 0.015
36038.600 -0.023 0.012
36038.700 -0.021 0.009
36038.800 -0.020 0.005
36038.900 -0.019 0.001
36039.000 -0.019 -0.003
36039.100 -0.020 -0.007
36039.200 -0.022 -0.010
36039.300 -0.024 -0.013
36039.400 -0.026 -0.015
36039.500 -0.029 -0.017
36039.600 -0.032 -0.017
36039.700 -0.035 -0.016
36039.800 -0.038 -0.014
36039.900 -0.040 -0.011
36040.000 -0.042 -0.008
36040.100 -0.043 -0.004
36040.200 -0.043 -0.000
36040.300 -0.043 0.004
36040.400 -0.042 0.008
36040.500 -0.040 0.011
36040.600 -0.038 0.014
36040.700 -0.035 0.016
36040.800 -0.033 0.017
36040.900 -0.030 0.017
36041.000 -0.027 0.016
36041.100 -0.024 0.014
36041.200 -0.022 0.011
36041.300 -0.020 0.007
36041.400 -0.019 0.003
36041.500 -0.019 -0.001
36041.600 -0.020 -0.005
36041.700 -0.021 -0.008
36041.800 -0.023 -0.012
36041.900 -0.025 -0.014
36042.000 -0.028 -0.016
36042.100 -0.031 -0.017
36042.200 -0.033 -0.016
36042.300 -0.036 -0.015
36042.400 -0.039 -0.013
36042.500 -0.041 -0.010
